Column1,Column2,Column3
Question 17,Estimated task time (ns),2219002757.0
Question 18,Estimated task time (ns),4047126278.0
Question 19,Estimated task time (ns),4892481900.0
Question 20,Estimated task time (ns),5594453272.0
Question 21,Estimated task time (ns),6860964976.0
Question 22,Estimated task time (ns),2500742319.0
Question 23,Estimated task time (ns),9110130509.0
Question 24,Estimated task time (ns),6862980362.0
Question 25,Estimated task time (ns),2921017529.0
Question 26,Estimated task time (ns),3204684213.0
Question 27,Estimated task time (ns),3626941676.0
Question 28,Estimated task time (ns),3762152362.0
Question 29,Estimated task time (ns),1796935897.0
Question 30,Estimated task time (ns),5596373946.0
Question 31,Estimated task time (ns),3625922986.0
Question 32,Estimated task time (ns),3064362778.0
Question 33,Estimated task time (ns),2640155613.0
Question 34,Estimated task time (ns),4884957847.0
Question 35,Estimated task time (ns),2360324116.0
Question 36,Estimated task time (ns),3062388444.0
Question 37,Estimated task time (ns),2497596813.0
Question 38,Estimated task time (ns),3064184199.0
Question 39,Estimated task time (ns),6860877885.0
Question 40,Estimated task time (ns),4892471343.0
Question 41,Estimated task time (ns),3483572675.0
Question 42,Estimated task time (ns),4327268307.0
Question 43,Estimated task time (ns),3621963467.0
Question 44,Estimated task time (ns),5315592962.0
Question 45,Estimated task time (ns),3204790657.0
Question 46,Estimated task time (ns),2077639173.0
Question 47,Estimated task time (ns),8831448191.0
Question 48,Estimated task time (ns),2782544044.0
Question 49,Estimated task time (ns),4188463763.0
Question 50,Estimated task time (ns),6017627086.0
Number Questions Asked,50,
Number Questions Correctly Answered,47,
Aerage Response Time Per Question (ns),4106358565,
Question 1,Estimated task time (ns),4430087442.0
Question 2,Estimated task time (ns),3121289711.0
Question 3,Estimated task time (ns),9551786809.0
Question 4,Estimated task time (ns),5718342732.0
Question 5,Estimated task time (ns),4953168718.0
Question 6,Estimated task time (ns),5125619014.0
Question 7,Estimated task time (ns),5399568366.0
Question 8,Estimated task time (ns),3111309226.0
Question 9,Estimated task time (ns),2639346119.0
Question 10,Estimated task time (ns),6305901774.0
Question 11,Estimated task time (ns),2247483075.0
Question 12,Estimated task time (ns),6014699555.0
Question 13,Estimated task time (ns),4951577722.0
Question 14,Estimated task time (ns),6635412731.0
Question 15,Estimated task time (ns),7779958477.0
Question 16,Estimated task time (ns),7315116635.0
Question 17,Estimated task time (ns),1711709192.0
Question 18,Estimated task time (ns),5625098036.0
Question 19,Estimated task time (ns),6894052823.0
Question 20,Estimated task time (ns),12782419277.0
Question 21,Estimated task time (ns),2215319440.0
Question 22,Estimated task time (ns),2750493626.0
Question 23,Estimated task time (ns),5326360078.0
Question 24,Estimated task time (ns),7434290731.0
Question 25,Estimated task time (ns),5041599172.0
Question 26,Estimated task time (ns),10670100532.0
Question 27,Estimated task time (ns),4161080874.0
Question 28,Estimated task time (ns),7917914645.0
Question 29,Estimated task time (ns),9565115067.0
Question 30,Estimated task time (ns),2375678557.0
Question 31,Estimated task time (ns),5367971552.0
Question 32,Estimated task time (ns),4119936846.0
Question 33,Estimated task time (ns),8760265969.0
Question 34,Estimated task time (ns),17956221722.0
Question 35,Estimated task time (ns),11951211526.0
Question 36,Estimated task time (ns),14174883188.0
Question 37,Estimated task time (ns),7529014526.0
Question 38,Estimated task time (ns),6579326926.0
Question 39,Estimated task time (ns),7789446007.0
Question 40,Estimated task time (ns),9617889301.0
Question 41,Estimated task time (ns),1943477352.0
Question 42,Estimated task time (ns),9903795635.0
Question 43,Estimated task time (ns),11982944199.0
Question 44,Estimated task time (ns),7340028033.0
Question 45,Estimated task time (ns),2455606006.0
Question 46,Estimated task time (ns),2879529826.0
Question 47,Estimated task time (ns),5706869490.0
Question 48,Estimated task time (ns),9884115713.0
Question 49,Estimated task time (ns),4843057211.0
Question 50,Estimated task time (ns),2030216529.0
Number Questions Asked,50,
Number Questions Correctly Answered,48,
Aerage Response Time Per Question (ns),6451754154,
