Column1,Column2,Column3
Question 17,Estimated task time (ns),70718509687.0
Question 18,Estimated task time (ns),18956652024.0
Question 19,Estimated task time (ns),41601938912.0
Question 20,Estimated task time (ns),16142799544.0
Question 21,Estimated task time (ns),36404383181.0
Question 22,Estimated task time (ns),99296289172.0
Question 23,Estimated task time (ns),44837940359.0
Question 24,Estimated task time (ns),50606996879.0
Question 25,Estimated task time (ns),42591633256.0
Question 26,Estimated task time (ns),3484563214.0
Question 27,Estimated task time (ns),42304837193.0
Question 28,Estimated task time (ns),39634341399.0
Question 29,Estimated task time (ns),39358673804.0
Question 30,Estimated task time (ns),33169324478.0
Question 31,Estimated task time (ns),40186379761.0
Question 32,Estimated task time (ns),23172437727.0
Question 33,Estimated task time (ns),43294599566.0
Question 34,Estimated task time (ns),41179084722.0
Question 35,Estimated task time (ns),46951778793.0
Question 36,Estimated task time (ns),53823249996.0
Question 37,Estimated task time (ns),67762890135.0
Question 38,Estimated task time (ns),43708578195.0
Question 39,Estimated task time (ns),24586323988.0
Question 40,Estimated task time (ns),56791226659.0
Question 41,Estimated task time (ns),23741025252.0
Question 42,Estimated task time (ns),30493895926.0
Question 43,Estimated task time (ns),55114561252.0
Question 44,Estimated task time (ns),64251094710.0
Question 45,Estimated task time (ns),11364521446.0
Question 46,Estimated task time (ns),28945530300.0
Question 47,Estimated task time (ns),39076843047.0
Question 48,Estimated task time (ns),38521816939.0
Question 49,Estimated task time (ns),45963991047.0
Question 50,Estimated task time (ns),37385121910.0
Number Questions Asked,50,
Number Questions Correctly Answered,35,
Aerage Response Time Per Question (ns),39685149081,
Question 1,Estimated task time (ns),17625946829.0
Question 2,Estimated task time (ns),43420566595.0
Question 3,Estimated task time (ns),16671029932.0
Question 4,Estimated task time (ns),9055166238.0
Question 5,Estimated task time (ns),7750853978.0
Question 6,Estimated task time (ns),8813491640.0
Question 7,Estimated task time (ns),8310771947.0
Question 8,Estimated task time (ns),8385976636.0
Question 9,Estimated task time (ns),9353016403.0
Question 10,Estimated task time (ns),6004944256.0
Question 11,Estimated task time (ns),12366421645.0
Question 12,Estimated task time (ns),12190979691.0
Question 13,Estimated task time (ns),6500404461.0
Question 14,Estimated task time (ns),8355940761.0
Question 15,Estimated task time (ns),5922160121.0
Question 16,Estimated task time (ns),6964967427.0
Question 17,Estimated task time (ns),8176239026.0
Question 18,Estimated task time (ns),9188055650.0
Question 19,Estimated task time (ns),7613900204.0
Question 20,Estimated task time (ns),7591022528.0
Question 21,Estimated task time (ns),12542186371.0
Question 22,Estimated task time (ns),3080185720.0
Question 23,Estimated task time (ns),5771752683.0
Question 24,Estimated task time (ns),6838066142.0
Question 25,Estimated task time (ns),8363496357.0
Question 26,Estimated task time (ns),5533073725.0
Question 27,Estimated task time (ns),5745345879.0
Question 28,Estimated task time (ns),6773260336.0
Question 29,Estimated task time (ns),6012497017.0
Question 30,Estimated task time (ns),6214298288.0
Question 31,Estimated task time (ns),6198520082.0
Question 32,Estimated task time (ns),7975952246.0
Question 33,Estimated task time (ns),8661147632.0
Question 34,Estimated task time (ns),11454448096.0
Question 35,Estimated task time (ns),10732366820.0
Question 36,Estimated task time (ns),8485944278.0
Question 37,Estimated task time (ns),6395730448.0
Question 38,Estimated task time (ns),9400228370.0
Question 39,Estimated task time (ns),8122468856.0
Question 40,Estimated task time (ns),9680879196.0
Question 41,Estimated task time (ns),17058056764.0
Question 42,Estimated task time (ns),6856007647.0
Question 43,Estimated task time (ns),8968428533.0
Question 44,Estimated task time (ns),7257267418.0
Question 45,Estimated task time (ns),10342935378.0
Question 46,Estimated task time (ns),6971628880.0
Question 47,Estimated task time (ns),8302651936.0
Question 48,Estimated task time (ns),6923133282.0
Question 49,Estimated task time (ns),7364494841.0
Question 50,Estimated task time (ns),10165165125.0
Number Questions Asked,50,
Number Questions Correctly Answered,48,
Aerage Response Time Per Question (ns),9289069486,
